43 1001
Wienhold, Frank G.
Institute for Atmosheric and Climate Science (IAC), ETH Zurich, Switzerland
meteorological station on the roof of the ETH CHN building
permanent monitoring
1 1
2010 12 02  2010 12 02
0.0
time in minutes since 2010-12-02 0h00 GMT
17
     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0     1.0
 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0 99999.0
air pressure (hPa)
air temperature (deg C)
dew point(deg C)
relative humidity (percent)
illuminance (log base 10 of value in Lux)
rain accumulated during 10 min measurement interval (mm)
mean vector wind speed (m/s)
mean scalar wind speed (m/s)
mean wind direction (deg)
peak wind speed  (m/s)
direction of wind peek (deg)
mean north component (m/s)
mean east component (m/s)
barometer status code
thygan status code
interface sensor status code
wind sensor status code
5
station data 
location: roof of building CHN, Universitaestrasse 16, CH 8092 Zurich, Switzerland
latitude 47.37929 deg north
longitude 8.54872 deg east
elevation 510 m above sea level
7
This data can be used freely for scientific analysis.
The user agrees to cite IAC ETH Zurich as source of the data
and to consult IAC ETH Zurich before data is used for publication.

      time     p_air     T_air     T_dew        RH     illum      rain  wspd_vec  wspd_scl      wdir   wspd_pk   wdir_pk wcp_north  wcp_east      baro    thygan       ifs      wind
     (min)     (hPa)   (deg C)   (deg C) (percent)(log10lux)      (mm)     (m/s)     (m/s)     (deg)     (m/s)     (deg)     (m/s)     (m/s)  (status)  (status)  (status)  (status)

         0    944.17     -1.91     -3.90     86.18     -0.34      0.00         0         0         2
        10    944.21     -1.80     -3.91     85.42     -0.30      0.00         0         0         2
        20    944.28     -2.01     -3.89     86.94     -0.32      0.00         0         0         3
        30    944.41     -1.82     -3.69     87.04     -0.34      0.00         0         0         2
        40    944.43     -1.86     -3.75     86.88     -0.33      0.00         0         0         2
        50    944.52     -1.72     -3.76     85.95     -0.37      0.00         0         0         2
        60    944.60     -1.83     -3.61     87.60     -0.33      0.00         0         0         2
        70    944.65     -1.87     -3.67     87.48     -0.33      0.00         0         0         2
        80    944.85     -1.94     -3.60     88.43     -0.31      0.00         0         0         2
        90    945.01     -1.79     -3.66     86.97     -0.32      0.00         0         0         2
       100    945.04     -1.84     -3.54     88.13     -0.33      0.00         0         0         2
       110    945.06     -1.83     -3.63     87.46     -0.35      0.00         0         0         2
       120    945.04     -1.80     -3.56     87.71     -0.35      0.00         0         0         2
       130    945.06     -1.62     -3.40     87.58     -0.34      0.00         0         0         2
       140    945.06     -1.81     -3.35     89.20     -0.33      0.00         0         0         2
       150    945.10     -1.75     -3.46     88.11     -0.33      0.00         0         0         2
       160    945.06     -1.77     -3.40     88.60     -0.33      0.00         0         0         2
       170    945.10     -1.88     -3.38     89.48     -0.34      0.00         0         0         2
       180    945.14     -1.77     -3.38     88.73     -0.35      0.00         0         0         2
       190    945.14     -1.85     -3.33     89.60     -0.35      0.00         0         0         2
       200    945.12     -1.69     -3.15     89.75     -0.34      0.00         0         0         2
       210    945.15     -1.77     -3.20     89.91     -0.33      0.00         0         0         2
       220    945.19     -1.66     -3.12     89.73     -0.34      0.00         0         0         2
       230    945.27     -1.70     -3.17     89.67     -0.34      0.00         0         0         2
       240    945.35     -1.80     -3.38     88.95     -0.33      0.00         0         0         2
       250    945.55     -1.76     -3.58     87.36     -0.31      0.00         0         0         2
       260    945.69     -1.78     -3.67     86.92     -0.32      0.00         0         0         2
       270    945.76     -1.72     -3.69     86.34     -0.34      0.00         0         0         2
       280    945.87     -1.84     -3.70     87.09     -0.34      0.00         0         0         2
       290    945.93     -1.79     -3.61     87.35     -0.33      0.00         0         0         2
       300    945.96     -1.85     -3.83     86.32     -0.32      0.00         0         0         2
       310    946.00     -1.90     -3.81     86.71     -0.33      0.00         0         0         2
       320    946.09     -1.87     -3.88     86.08     -0.31      0.00         0         0         2
       330    946.18     -1.84     -3.91     85.73     -0.25      0.00         0         0         2
       340    946.24     -1.96     -3.94     86.32     -0.25      0.00         0         0         2
       350    946.34     -1.98     -3.84     87.07     -0.25      0.00         0         0         2
       360    946.35     -1.92     -3.87     86.51     -0.26      0.00         0         0         2
       370    946.28     -1.93     -4.07     85.24     -0.22      0.00         0         0         2
       380    946.38     -2.06     -3.91     87.17     -0.04      0.00         0         0         2
       390    946.53     -1.98     -4.23     84.53      0.50      0.00         0         0         2
       400    946.60     -2.09     -4.35     84.46      1.03      0.00         0         0         2
       410    946.70     -1.95     -4.24     84.34      1.45      0.00         0         0         2
       420    946.77     -2.11     -4.37     84.50      1.72      0.00         0         0         2
       430    946.88     -2.03     -4.18     85.18      2.14      0.00         0         0         2
       440    947.05     -2.11     -4.43     84.08      2.42      0.00         0         0         2
       450    947.13     -2.18     -4.63     83.29      2.64      0.00         0         0         2
       460    947.23     -1.96     -4.49     82.81      2.69      0.00         0         0         2
       470    947.31     -2.05     -4.55     82.94      2.77      0.00         0         0         2
       480    947.38     -2.05     -4.61     82.63      2.86      0.00         0         0         2
       490    947.45     -2.15     -4.67     82.85      3.06      0.00         0         0         2
       500    947.35     -2.37     -5.19     80.93      3.17      0.00         0         0         2
       510    947.49     -2.47     -5.11     82.03      3.16      0.00         0         0         2
       520    947.60     -2.42     -5.03     82.22      3.22      0.00         0         0         2
       530    947.64     -2.36     -5.02     81.92      3.28      0.00         0         0         2
       540    947.68     -2.31     -5.32     79.78      3.24      0.00         0         0         2
       550    947.71     -2.39     -5.69     78.05      3.48      0.00         0         0         2
       560    947.68     -2.32     -5.62     78.06      3.59      0.00         0         0         2
       570    947.68     -2.22     -5.32     79.21      3.62      0.00         0         0         2
       580    947.74     -2.44     -5.71     78.20      3.65      0.00         0         0         2
       590    947.87     -2.44     -5.76     77.92      3.60      0.00         0         0         2
       600    947.97     -2.57     -6.26     75.67      3.57      0.00         0         0         2
       610    947.91     -2.49     -6.33     74.85      3.64      0.00         0         0         2
       620    947.98     -2.68     -6.87     72.83      3.68      0.00         0         0         2
       630    947.97     -2.72     -6.94     72.70      3.80      0.00         0         0         2
       640    947.96     -2.83     -7.28     71.35      3.85      0.00         0         0         2
       650    947.95     -2.62     -6.93     72.14      3.86      0.00         0         0         2
       660    947.90     -2.77     -7.09     72.10      3.86      0.00         0         0         2
       670    947.85     -2.49     -6.38     74.58      3.97      0.00         0         0         2
       680    947.79     -2.28     -6.47     72.90      3.96      0.00         0         0         2
       690    947.74     -2.31     -6.74     71.53      4.04      0.00         0         0         2
       700    947.69     -2.35     -6.91     70.85      4.06      0.00         0         0         2
       710    947.63     -2.38     -7.24     69.27      4.27      0.00         0         0         2
       720    947.60     -2.46     -7.33     69.18      4.17      0.00         0         0         2
       730    947.63     -2.22     -6.82     70.67      4.14      0.00         0         0         2
       740    947.57     -2.10     -6.61     71.12      4.15      0.00         0         0         2
       750    947.47     -2.08     -6.43     72.09      3.98      0.00         0         0         2
       760    947.49     -1.30     -6.12     69.64      3.97      0.00         0         0         2
       770    947.40     -1.97     -6.44     71.43      4.09      0.00         0         0         2
       780    947.33     -1.96     -6.66     70.18      4.08      0.00         0         0         2
       790    947.18     -2.09     -6.57     71.35      4.10      0.00         0         0         2
       800    947.15     -1.67     -6.32     70.50      4.13      0.00         0         0         2
       810    947.09   -320.00   -320.00   -320.00      4.26      0.00         0       256         2
       811    947.09   -320.00   -320.00   -320.00      4.26      0.00   9999.00  99999.00  99999.00  99999.00  99999.00  99999.00  99999.00         0       256         2     99999
     99999  99999.00   -320.00   -320.00   -320.00      4.27      0.00   9999.00  99999.00  99999.00  99999.00  99999.00  99999.00  99999.00     99999       256         3     99999
     99999  99999.00   -320.00   -320.00   -320.00      4.27      0.00   9999.00  99999.00  99999.00  99999.00  99999.00  99999.00  99999.00     99999       256         3     99999
       832    947.14   -320.00   -320.00   -320.00      4.12      0.00      0.99      1.03     34.00      2.15     62.00      0.83      0.55         0       256         3       128
       834    947.14   -320.00   -320.00   -320.00      4.12      0.00      0.99      1.03     34.00      2.15     62.00      0.83      0.55         0       256         3       128
       840    947.20     -0.20     -5.83     65.73      4.12      0.00      0.76      0.90     64.00      2.00     37.00      0.33      0.68         0       128         3       128
       850    947.26     -0.73     -5.84     68.25      4.01      0.00      1.07      1.15     62.00      2.06     76.00      0.50      0.95         0         0         2       128
       860    947.24     -1.12     -5.47     72.26      3.91      0.00      0.41      0.87    175.00      1.94    192.00     -0.41      0.04         0         0         2       128
       870    947.21     -1.02     -5.62     70.92      3.78      0.20      1.17      1.26    164.00      2.51    151.00     -1.13      0.32         0         0         2       128
       880    947.16     -1.42     -5.77     72.19      3.28      0.20      0.75      0.91    155.00      2.55    154.00     -0.68      0.32         0         0         2       128
       890    947.18     -0.99     -5.65     70.62      3.12      0.20      0.71      0.89     98.00      3.04     99.00     -0.10      0.70         0         0         2       128
       900    947.14     -0.94     -5.63     70.41      3.28      0.00      1.04      1.15     93.00      2.70     92.00     -0.05      1.04         0         0         2       128
       910    947.24     -1.05     -5.57     71.32      3.52      0.20      0.42      0.76    143.00      1.99    108.00     -0.34      0.25         0         0         2       128
       920    947.28     -1.29     -5.43     73.38      3.28      0.00      0.21      0.60      4.00      1.90    357.00      0.21      0.02         0         0         2       128
       930    947.35     -1.35     -5.37     74.04      3.12      0.10      0.26      0.81    158.00      2.05    137.00     -0.24      0.10         0         0         2       128
       940    947.35     -1.38     -5.37     74.22      3.12      0.00      0.55      0.72    152.00      1.63    137.00     -0.48      0.26         0         0         2       128
       950    947.41     -1.84     -5.52     75.90      2.24      0.10      0.44      0.76    109.00      2.47    104.00     -0.14      0.41         0         0         2       128
       960    947.53     -1.72     -6.19     71.47      1.80      0.00      1.28      1.38     46.00      2.59     62.00      0.89      0.93         0         0         2       128
       970    947.61     -1.60     -6.63     68.49      1.08      0.00      1.98      2.03     48.00      3.00     26.00      1.33      1.46         0         0         2       128
       980    947.67     -0.28     -6.22     64.14      0.23      0.00      1.73      1.80     58.00      2.85     72.00      0.92      1.46         0         0         2       128
       990    947.63     -2.14     -5.62     76.99     -0.49      0.00      1.08      1.23     95.00      2.89    104.00     -0.09      1.08         0         0         2       128
      1000    947.78     -2.32     -5.80     76.96     -0.97      0.00      0.42      0.81     83.00      2.12     71.00      0.06      0.42         0         0         2       128
      1010    947.84     -0.99     -5.64     70.64     -1.16      0.00      1.83      1.86     62.00      2.66     70.00      0.86      1.62         0         0         2       128
      1020    947.84     -1.64     -6.05     71.79     -1.20      0.00      2.17      2.19     53.00      2.88     56.00      1.31      1.73         0         0         2       128
      1030    947.78     -2.02     -5.77     75.46     -1.25      0.00      1.85      1.87     57.00      2.77     64.00      1.00      1.56         0         0         2       128
      1040    947.76     -1.24     -5.96     70.22     -1.28      0.00      1.00      1.08     80.00      2.60     74.00      0.18      0.99         0         0         2       128
      1050    947.73     -2.49     -5.87     77.54     -1.28      0.00      0.90      0.99     83.00      2.53     72.00      0.11      0.90         0         0         2       128
      1060    947.76     -2.57     -5.74     78.75     -1.28      0.00      0.70      0.82    113.00      1.84    103.00     -0.27      0.65         0         0         2       128
      1070    947.81     -2.42     -5.52     79.22     -1.28      0.00      0.61      0.68    171.00      1.34    153.00     -0.60      0.10         0         0         2       128
      1080    947.87     -2.71     -5.92     78.51     -1.30      0.00      0.93      0.99    264.00      1.60    274.00     -0.10     -0.92         0         0         2       128
      1090    947.81     -2.91     -5.75     80.73     -1.31      0.00      1.09      1.13    285.00      1.63    281.00      0.29     -1.05         0         0         2       128
      1100    947.74     -2.81     -5.58     81.17     -1.30      0.00      0.42      0.46    319.00      0.89    333.00      0.32     -0.27         0         0         2       128
      1110    947.77     -2.94     -5.69     81.26     -1.30      0.00      0.77      0.83    288.00      1.46    286.00      0.23     -0.73         0         0         2       128
      1120    947.86     -3.12     -5.76     81.93     -1.33      0.00      0.90      0.93    304.00      1.61    300.00      0.50     -0.75         0         0         2       128
      1130    947.88     -3.34     -5.64     84.09     -1.34      0.00      1.00      1.04    292.00      1.46    286.00      0.38     -0.93         0         0         2       128
      1140    947.98     -3.59     -5.56     86.18     -1.32      0.00      0.75      0.77    275.00      1.30    270.00      0.06     -0.74         0         0         2       128
      1150    948.00     -3.64     -5.65     85.85     -1.33      0.00      0.60      0.61    278.00      0.91    276.00      0.09     -0.60         0         0         2       128
      1160    947.98     -3.61     -5.58     86.19     -1.33      0.00      0.41      0.41    271.00      0.80    270.00      0.01     -0.41         0         0         2       128
      1170    948.01     -3.72     -5.69     86.18     -1.33      0.00      0.94      0.97    284.00      1.50    266.00      0.22     -0.91         0         0         2       128
      1180    948.12     -3.84     -5.79     86.30     -1.32      0.00      1.05      1.07    301.00      1.71    291.00      0.54     -0.90         0         0         2       128
      1190    948.06     -3.89     -5.69     87.25     -1.30      0.00      0.70      0.74    316.00      1.17    290.00      0.51     -0.48         0         0         2       128
