;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;Hr;NO;NO2;NOx;O3;p;PM10;PM2.5;PN;SO2;StrGlo;T;WD;WVv;RainDur
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Kanalberechnungen (Eichkorrektur);;Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);;;;;
;ppm;%Hr;ppb;ppb;ppb;ppb;hPa;µg/m3;µg/m3;1/cm3;ppb;W/m2;°C;°;m/s;min
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Berechnet;Final;Berechnet;Final;Final;Final;Final;Final
12.11.2017 15:00;0.14373;63.299;0.27144;2.36406;2.6355;35.607;948.2;5.7614475;1.88182875;2007.4;0.037904;97.175;11.825;236.51;7.2039;0
12.11.2017 15:30;0.14032;69.553;0.465;3.3477;3.8127;36.462;949.64;6.642555;2.055;2536.9;-0.0083191;8.1127;10.473;276.57;5.3488;22.817
12.11.2017 16:00;0.14877;89.487;0.791;4.9314;5.7224;36.119;951.03;3.3389625;1.9910375;3541.1;-0.019804;1.209;6.0322;299.49;3.308;30
12.11.2017 16:30;0.16041;86.613;1.6443;5.6272;7.2715;35.14;951.24;3.1767225;2.0043375;4026.4;-0.023083;0.10069;5.7669;284.17;3.5483;30
12.11.2017 17:00;0.15706;85.214;0.71422;5.41058;6.1248;36.724;952.15;2.5755375;1.76631125;4018.8;-0.015888;0.04362;5.22;249.83;3.3666;30
12.11.2017 17:30;0.1621;85.106;0.87139;6.96351;7.8349;35.894;953.27;3.44124;2.4547;6335.7;-0.024371;0.017036;4.9819;216.09;3.3739;30
12.11.2017 18:00;0.1671;87;1.0196;6.9961;8.0157;34.244;954.78;2.379738;1.8585275;5364.5;-0.045641;0.091037;4.0068;195.17;3.5232;30
12.11.2017 18:30;0.16911;86.056;0.65528;6.99212;7.6474;33.824;955.51;2.37649125;1.84597125;6133.1;-0.020284;0.021376;3.7801;203.81;4.1587;7.6167
12.11.2017 19:00;0.17124;84.844;1.0061;6.6526;7.6587;34.214;955.81;2.5847025;1.91756375;6068.1;-0.028212;0.023329;4.1924;217.85;2.8255;0.68333
12.11.2017 19:30;0.17554;85.527;0.89278;6.38292;7.2757;33.78;955.97;2.5562325;1.96852375;5297.9;-0.0042213;0.020616;4.1667;247.16;1.8727;19.433
12.11.2017 20:00;0.17406;86.114;0.33372;7.30658;7.6403;32.044;956.28;2.846685;2.21215;6320.1;0.0042623;0.025933;4.2819;275.39;1.5124;0
12.11.2017 20:30;0.1748;87.975;0.092278;6.509022;6.6013;31.213;956.27;3.012045;2.2528375;4390.4;-0.019311;0.027452;3.8819;251.4;2.5551;0
12.11.2017 21:00;0.17769;88.089;0.91039;7.07291;7.9833;30.224;956.46;2.56335;2.0176375;4071.8;0.0086925;0.025716;3.7742;286.11;1.7465;0
12.11.2017 21:30;0.17989;86.729;0.11316;6.16664;6.2798;30.599;956.81;2.7420675;2.193425;4314.7;0.00017698;0.021159;3.7;282.96;2.0304;0
12.11.2017 22:00;0.18646;86.76;0.42233;8.07657;8.4989;28.154;957.03;4.024875;3.0443625;7165.2;0.0017143;0.024306;3.9181;295.46;2.404;0
12.11.2017 22:30;0.18472;88.095;0.10166;6.60794;6.7096;31.099;957.46;3.82851;2.959225;4531;-0.031972;0.028103;3.4533;285.03;2.1065;0
12.11.2017 23:00;0.18528;86.792;0.089111;6.623789;6.7129;31.605;957.52;3.1964175;2.329575;5074.6;-0.01572;0.027995;3.2923;288.41;1.2436;0
12.11.2017 23:30;0.18427;86.944;-0.069;6.9233;6.8543;30.467;957.48;3.78366;2.8305125;4089.7;0.0023839;0.031141;3.2077;259.03;0.78971;0
13.11.2017 00:00;0.18603;86.151;0.12366;5.54864;5.6723;31.281;957.78;5.08938;4.0576125;3310.7;0.0011704;0.027018;3.1258;259.07;1.1057;0
13.11.2017 00:30;0.18213;83.403;-0.013888;5.454988;5.4411;32.21;957.89;4.643415;3.4585;3395.5;0.027211;0.021701;3.4181;250.39;2.1307;0
13.11.2017 01:00;0.17925;80.807;0.073667;4.632533;4.7062;33.857;957.73;4.5891075;3.485975;2946.5;0.035786;0.027561;3.5333;252.21;2.5443;0
13.11.2017 01:30;0.17769;80.207;-0.0125;3.9926;3.9801;33.811;958.31;4.5192;3.4718875;2854.3;0.0025844;0.019531;3.5001;244.71;2.4175;6.5833
13.11.2017 02:00;0.17412;84.229;-0.060944;3.229544;3.1686;35.048;958.31;4.846605;3.6530125;2442.4;-0.0025952;0.022352;2.9868;249.47;2.0558;30
13.11.2017 02:30;0.17249;83.687;-0.065778;4.145778;4.08;34.094;958.41;4.8435825;3.793625;3146.7;0.0034034;0.030056;3.0513;276.64;1.4591;13.066
13.11.2017 03:00;0.17076;85.234;-0.083222;3.962522;3.8793;33.341;958.53;4.9430325;3.8824375;2427.7;0.021099;0.027886;2.8486;271.23;1.8359;2.3333
13.11.2017 03:30;0.17138;85.792;-0.014277;3.807777;3.7935;32.501;958.96;4.8708825;3.674975;2290.7;0.014659;0.022678;2.9002;290.45;1.4139;0
13.11.2017 04:00;0.16879;86.696;0.012388;5.076312;5.0887;30.188;959.12;4.242885;3.4067875;2542.1;0.0036946;0.025282;2.9953;295.72;1.9744;0
13.11.2017 04:30;0.17218;87.52;0.13517;6.37203;6.5072;27.559;959.47;5.4434025;3.751625;3523.9;-0.003625;0.028429;3.0227;295.84;2.1829;0.96667
13.11.2017 05:00;0.17437;88.573;0.55828;7.80702;8.3653;25.598;959.95;4.6653525;3.80745;4517.6;8.06E-05;0.030816;2.8742;276.97;0.2125;0.41667
13.11.2017 05:30;0.17653;87.866;1.1301;8.8323;9.9624;24.998;960.44;5.004945;4.049125;4424.2;0.024843;0.025391;2.9409;293.52;1.8192;0
13.11.2017 06:00;0.18154;87.005;2.0386;11.7744;13.813;21.599;960.52;4.916025;4.1258625;8906.8;0.045057;0.028429;3.0181;302.79;0.88844;0
13.11.2017 06:30;0.18953;87.343;4.6846;16.3364;21.021;17.603;960.84;5.580975;4.5694;9023.6;0.044533;0.026801;2.9487;298.72;1.4861;2.4167
13.11.2017 07:00;0.19982;86.481;14.138;23.864;38.002;11.486;961.25;7.4222625;5.43145;13689;0.060652;0.025825;3.2878;301.73;1.1712;0
13.11.2017 07:30;0.21948;85.936;13.057;26.77;39.827;9.3587;961.68;9.3123;6.1934;19807;0.07037;2.4425;3.282;268.47;1.0461;0
13.11.2017 08:00;0.23134;85.466;17.572;31.389;48.961;7.5196;962.14;9.75846;7.3750875;33140;0.095582;18.685;3.4335;308.2;1.1978;0
13.11.2017 08:30;0.24093;85.286;12.773;26.683;39.456;9.5184;962.43;9.29085;6.297525;18359;0.10554;44.47;3.6288;307.13;1.7326;0.26667
13.11.2017 09:00;0.25712;84.162;11.584;22.034;33.618;13.225;962.54;9.5481525;7.0597375;17614;0.10958;78.064;3.8182;311.75;1.4285;0.51667
13.11.2017 09:30;0.26177;84.15;9.7648;19.1582;28.923;14.727;962.76;6.373845;4.995875;17201;0.12252;62.45;3.6381;311.09;1.7591;0
13.11.2017 10:00;0.27108;84.501;16.778;22.898;39.676;12.399;963.06;9.4912125;6.8964625;21981;0.040751;101.8;3.6442;289.86;0.15396;0
13.11.2017 10:30;0.26143;81.199;20.99;21.811;42.801;12.621;963.38;8.3475375;5.307375;17268;0.080966;167.95;4.2651;320.96;1.0791;0
13.11.2017 11:00;0.26639;76.105;21.703;18.046;39.749;14.553;963.48;9.037935;5.13185;20827;0.11626;135.24;4.9769;356.38;1.5218;0
13.11.2017 11:30;0.2609;75.085;16.299;16.954;33.253;15.025;963.61;9.4122375;4.467375;17099;0.084344;190.19;5.2466;352.37;1.7113;0
13.11.2017 12:00;0.23114;68.368;8.0742;13.3718;21.446;19.195;963.73;6.59985;3.6346375;21204;0.095235;201.8;5.8619;7.0761;2.7791;0
13.11.2017 12:30;0.22132;67.143;4.2215;10.5865;14.808;20.879;963.91;6.18255;4.23795;14668;0.11149;141.77;5.7971;347.43;2.9987;0
13.11.2017 13:00;0.21786;70.451;45.889;21.738;67.627;16.139;964.21;6.444825;3.74725;19260;0.11131;133.73;5.6591;340.55;2.5882;0
13.11.2017 13:30;0.21438;70.655;145.4;32.17;177.57;10.557;964.32;8.40009;3.7620375;31200;0.19829;204.54;5.8002;344.07;2.12;0
13.11.2017 14:00;0.22257;68.314;17.41;18.253;35.663;16.701;964.49;6.427275;3.235375;22196;0.061567;167.77;5.9001;349.25;1.9089;0
13.11.2017 14:30;0.22546;66.982;13.412;18.026;31.438;17.758;964.82;7.46331;3.30275;17912;0.12828;77.656;5.9847;12.275;2.7748;0
13.11.2017 15:00;0.22257;66.037;22.64;21.529;44.169;17.015;965.17;7.8263025;3.3191125;20812;0.17421;159.3;6.0848;349.14;1.6808;0
13.11.2017 15:30;0.2226;63.25;11.587;17.817;29.404;17.865;965.56;8.9902575;4.732325;20624;0.21106;131.55;6.3257;0.5835;2.0399;0
13.11.2017 16:00;0.22362;66.218;11.248;18.692;29.94;15.736;965.99;7.7512275;3.709975;17767;0.099625;19.827;6.1201;342.93;2.2684;0
13.11.2017 16:30;0.2541;80.706;29.583;24.045;53.628;11.958;966.5;6.0984075;3.9372125;23202;0.053613;1.0216;4.9915;12.541;1.7374;28.35
13.11.2017 17:00;0.26973;82.853;25.416;26.4;51.816;9.4795;966.91;6.2939925;3.9522625;21945;0.073845;0.018772;4.6411;36.751;1.3877;15
13.11.2017 17:30;0.32186;81.094;34.992;30.633;65.625;7.2116;967.27;5.4313125;4.0826375;26417;0.088369;0.019097;4.3846;49.493;1.1029;0
13.11.2017 18:00;0.34116;81.969;28.166;26.42;54.586;8.3704;967.95;5.6939775;4.320025;20938;0.039704;0.024957;4.2305;92.022;0.84763;0
13.11.2017 18:30;0.37481;84.648;23.724;28.593;52.317;5.0093;968.27;6.37872;4.7334625;21403;0.1353;0.020291;3.9306;86.618;0.024302;0
13.11.2017 19:00;0.40746;83.305;27.051;29.929;56.98;4.2158;968.4;6.911655;5.15075;23103;0.18059;0.024306;3.9256;81.809;0.55655;0
13.11.2017 19:30;0.38231;85.141;28.269;30.192;58.461;2.0462;968.59;7.32525;5.7027875;27998;0.20122;0.015516;3.6303;59.049;1.0001;0
13.11.2017 20:00;0.36604;86.115;21.285;28.646;49.931;2.4615;968.88;7.714275;5.6712;20339;0.2;0.020182;3.3002;71.315;0.82881;0
13.11.2017 20:30;0.36081;85.216;12.474;26.291;38.765;2.9274;969.13;7.5587625;5.9848;19356;0.15089;0.028646;3.4516;55.046;1.0894;0
13.11.2017 21:00;0.35596;84.722;19.641;25.826;45.467;3.8297;969.6;8.1815925;6.3782;17569;0.28813;0.027669;3.4925;28.703;0.05775;0.05
13.11.2017 21:30;0.32943;81.877;12.017;21.212;33.229;8.0721;969.74;8.2488675;6.534825;11304;0.20618;0.020616;3.9182;60.595;0.73605;0
13.11.2017 22:00;0.33034;82.927;15.563;22.211;37.774;7.0479;969.97;8.1324525;6.6869;35269;0.17207;0.023872;3.8666;37.903;0.97335;0
13.11.2017 22:30;0.32316;84.701;7.8559;21.3501;29.206;4.9853;970.03;8.46288;6.96795;18148;0.21901;0.024414;3.6896;42.159;1.0413;0
13.11.2017 23:00;0.29917;84.448;5.6616;21.2934;26.955;4.0769;970.16;8.6571975;7.1367375;14158;0.2757;0.037001;3.6;40.361;1.1551;0
13.11.2017 23:30;0.30207;84.553;3.1071;20.7609;23.868;5.4061;970.32;8.8176825;7.12755;21682;0.10164;0.030165;3.5409;47.401;0.95535;0
14.11.2017 00:00;0.27993;82.356;1.1796;15.1144;16.294;10.329;970.36;8.72379;6.994725;10504;0.16884;0.033963;3.7182;29.375;1.0546;0
14.11.2017 00:30;0.27716;84.236;4.4542;18.1788;22.633;6.7896;970.29;8.66373;6.9463375;13203;0.1115;0.030165;3.3461;353.5;0.1429;0
14.11.2017 01:00;0.27526;87.095;4.5234;22.0686;26.592;2.6511;970.48;8.6230725;7.0821375;43716;0.14523;0.024631;2.8307;63.12;0.59436;0
14.11.2017 01:30;0.26312;87.708;4.2792;22.3618;26.641;1.7495;970.69;9.472785;7.4041375;13647;0.20529;0.030707;2.6486;67.787;0.7451;0
14.11.2017 02:00;0.25963;88.408;4.1148;20.7362;24.851;1.9627;970.94;9.33921;7.572925;12701;0.19447;0.023329;2.3153;46.852;0.99098;0
14.11.2017 02:30;0.25429;88.592;3.6067;19.0303;22.637;2.7137;971.06;9.70074;8.0479625;10928;0.18655;0.024089;2.2486;23.001;1.2308;0
14.11.2017 03:00;0.25584;89.282;5.7391;18.8339;24.573;1.6821;971.1;10.2653625;8.0733375;11464;0.207;0.023112;2.0231;331;0.00028074;0
14.11.2017 03:30;0.25069;88.847;5.8761;18.3449;24.221;1.4964;971.27;9.9508275;8.1326625;11652;0.24002;0.032118;1.9849;10.075;0.72097;0
14.11.2017 04:00;0.25113;90.078;9.0149;17.7821;26.797;0.85867;971.31;10.1953575;8.1746625;13400;0.28048;0.025391;1.6304;26.637;1.9694;0
14.11.2017 04:30;0.25747;89.884;15.623;18.071;33.694;0.81161;971.48;10.225485;8.332775;14341;0.36935;0.022786;1.6077;23.711;1.7567;0
14.11.2017 05:00;0.26523;90.042;19.709;20.259;39.968;0.86111;971.68;11.6211;9.2505625;15308;0.29115;0.029514;1.6847;19.871;1.7437;0
14.11.2017 05:30;0.27281;90.233;21.335;21.619;42.954;0.99139;971.94;12.68775;10.090125;16643;0.41693;0.025065;1.6076;18.786;1.5052;0
14.11.2017 06:00;0.28171;89.632;36.371;22.466;58.837;1.0116;972.07;12.741375;9.9965;19359;0.36437;0.029839;1.6925;38.175;1.4667;0
14.11.2017 06:30;0.2921;89.873;45.188;24.559;69.747;1.051;972.38;15.71805;11.715;18423;0.25884;0.038303;1.6564;18.449;2.1382;0
14.11.2017 07:00;0.32339;89.867;55.088;25.913;81.001;1.1362;972.59;16.711575;12.613625;24503;0.3244;0.16884;1.5032;45.876;1.8592;0
14.11.2017 07:30;0.35262;90.089;73.29;30.39;103.68;1.2264;972.79;19.981725;13.682;25992;0.25443;13.856;1.6666;9.2855;1.1706;0
14.11.2017 08:00;0.3648;90.058;73.259;31.441;104.7;1.5123;973.1;22.05555;16.444375;34616;0.35756;86.137;1.6076;26.066;2.285;0
14.11.2017 08:30;0.44756;90.985;101.56;35.56;137.12;1.7305;973.39;29.542575;21.71975;57678;0.45895;133.44;1.3409;38.424;3.006;0
14.11.2017 09:00;0.44344;89.196;75.469;34.021;109.49;2.2311;973.56;29.09505;22.331375;48593;0.35525;242.76;1.8106;25.942;2.2259;0
14.11.2017 09:30;0.44754;86.059;81.385;32.335;113.72;2.5863;973.75;29.082375;21.69875;36549;0.33532;317.6;2.4158;36.28;2.2699;0
14.11.2017 10:00;0.4011;81.172;39.33;24.756;64.086;6.6847;973.75;22.701975;16.71475;23678;0.23784;382.54;3.2028;45.352;2.6189;0
14.11.2017 10:30;0.35907;77.77;15.868;16.246;32.114;12.478;973.78;19.585875;14.661125;15201;0.19338;385.54;3.688;47.705;2.7182;0
14.11.2017 11:00;0.3203;75.005;28.474;19.018;47.492;12.137;973.92;17.83575;13.5245;32012;0.21609;186.73;4.0439;49.356;1.4688;0
14.11.2017 11:30;0.29437;73.403;20.481;17.324;37.805;12.441;973.61;16.723275;13.0415;13519;0.16717;237.66;4.1077;32.929;2.2749;0
14.11.2017 12:00;0.27308;70.745;15.798;15.445;31.243;14.195;973.46;16.15095;12.179625;12743;0.16189;368.68;4.4436;33.384;2.748;0
14.11.2017 12:30;0.28737;67.574;18.04;13.821;31.861;16.434;973.44;14.515875;11.518125;14388;0.18617;514.46;4.9056;43.892;2.0545;0
14.11.2017 13:00;0.2586;65.431;14.062;13.811;27.873;17.973;973.41;13.638375;10.35875;8878.8;0.1779;314.43;4.965;43.546;1.8249;0
14.11.2017 13:30;;63.54;;;;18.177;973.19;;;24686;;329.22;5.292;46.829;1.7374;0
14.11.2017 14:00;;59.687;;;;;973.1;;;11806;;244.64;5.5514;49.158;2.9063;0
14.11.2017 14:30;;58.437;;;;19.461;973.15;;;32403;;245.27;5.8855;42.21;2.8946;0
14.11.2017 15:00;;;;;;;;;;;;;;;;
14.11.2017 15:30;0.23165;58.452;24.211;20.312;44.523;14.294;973.25;11.0629125;7.7802125;16142;0.25162;86.07;5.5666;53.695;2.2454;0
14.11.2017 16:00;0.23042;58.669;22.96;22.738;45.698;13.287;973.51;12.3933;7.644325;23849;0.3004;39.21;5.1896;50.686;2.0067;0
14.11.2017 16:30;0.27522;59.588;43.725;30.209;73.934;8.4051;973.66;11.2077;7.5451;32673;0.23767;7.0524;4.9563;58.643;1.2777;0
14.11.2017 17:00;0.26488;63.543;42.972;32.959;75.931;6.661;973.86;11.349075;7.566275;31125;0.23927;0.039171;4.3868;59.267;1.3873;0
14.11.2017 17:30;0.35766;66.563;45.907;35.066;80.973;4.466;974.21;12.5883;8.2854375;30219;0.36195;0.02908;4.0819;53.577;1.7076;0
14.11.2017 18:00;0.38245;68.373;28.708;33.464;62.172;4.3689;974.42;12.6858;9.0332125;30039;0.2648;0.021376;3.941;76.845;1.4285;0
14.11.2017 18:30;0.39501;70.465;33.13;33.846;66.976;5.0044;974.56;13.349775;10.028875;46012;0.30228;0.028971;3.6896;63.426;1.5939;0
14.11.2017 19:00;0.43117;73.119;26.736;32.782;59.518;2.3736;974.87;14.80545;10.375375;25124;0.41294;0.029188;3.3563;47.891;1.5446;0
14.11.2017 19:30;0.40399;75.236;29.03;33.269;62.299;1.3561;974.9;14.082975;10.3535;27139;0.43992;0.023112;3.0743;65.752;1.0088;0
14.11.2017 20:00;0.39032;74.697;19.163;29.675;48.838;3.0331;974.97;15.67905;11.41575;26002;0.25521;0.022569;3.218;98.324;0.93082;0
14.11.2017 20:30;0.43831;75.076;20.97;28.569;49.539;3.3388;974.97;16.918275;12.123625;22058;0.33092;0.025282;3.1972;15.968;0.29098;0
14.11.2017 21:00;0.39081;78.92;26.4;30.716;57.116;1.1444;975.19;17.25855;12.445625;28261;0.54432;0.023763;2.6048;29.075;1.8924;0
14.11.2017 21:30;0.36705;79.341;19.01;27.673;46.683;1.7302;975.19;15.89745;12.39925;16182;0.4182;0.025608;2.4666;25.147;1.7527;0
14.11.2017 22:00;0.38022;81.638;34.855;29.961;64.816;1.1981;975.17;16.762275;12.615375;30786;0.46418;0.026476;1.9637;31.763;1.4265;0
14.11.2017 22:30;0.40016;82.003;48.22;31.792;80.012;1.0169;975.08;17.4633;12.80525;25261;0.46377;0.030599;1.941;19.728;1.55;0
14.11.2017 23:00;0.41049;82.745;48.586;32.448;81.034;1.0419;974.91;18.0444;13.1325;28904;0.53461;0.032335;1.6637;26.942;2.0972;0
14.11.2017 23:30;0.42428;83.94;46.265;30.721;76.986;1.0816;974.91;18.489;13.560375;31763;0.49794;0.03125;1.2745;29.215;1.9381;0
15.11.2017 00:00;0.41701;84.309;41.641;28.947;70.588;1.1427;974.8;18.5085;13.553375;28376;0.50979;0.02615;1.2227;19.291;1.4515;0
15.11.2017 00:30;0.40503;85.996;31.396;25.899;57.295;1.0607;974.61;17.5179;13.52275;21128;0.43031;0.033854;0.91522;316.89;0.30972;0
15.11.2017 01:00;0.39002;84.976;26.018;23.263;49.281;1.2437;974.51;17.5452;14.24725;20814;0.36771;0.036892;1.2105;10.119;0.94173;0
15.11.2017 01:30;0.36481;85.285;9.5566;19.2774;28.834;3.0599;974.37;19.548825;16.321875;10251;0.29358;0.041558;1.2924;13.194;0.94327;0
15.11.2017 02:00;0.3361;83.973;2.816;14.523;17.339;6.7196;974.41;20.361;17.331625;25270;0.19063;0.02832;1.6439;15.699;0.56354;0
15.11.2017 02:30;0.31086;84.059;0.75961;11.51939;12.279;9.2718;974.39;20.874825;17.86625;4130.2;0.19294;0.027018;1.5669;27.611;1.4446;0
15.11.2017 03:00;0.28952;82.309;1.851;10.93;12.781;10.641;974.33;20.4819;17.615125;7104.6;0.36016;0.026042;1.7258;52.823;0.66546;0
15.11.2017 03:30;0.27288;82.872;2.0682;11.1248;13.193;10.594;974.1;20.45655;17.5425;5702.5;0.26889;0.022678;1.6409;37.323;0.48789;0
15.11.2017 04:00;0.26287;81.392;1.4524;11.1246;12.577;10.508;973.83;21.01035;17.678125;7135.6;0.33001;0.027018;1.9364;50.219;1.3688;0
15.11.2017 04:30;0.25857;80.669;2.9575;10.8505;13.808;11.279;973.87;20.867025;17.438375;5869;0.24015;0.032227;1.9152;58.524;2.0803;0
15.11.2017 05:00;0.26041;81.825;5.0947;11.5763;16.671;10.33;973.75;20.35515;17.30625;7871.5;0.28027;0.025282;1.7667;49.8;1.1522;0
15.11.2017 05:30;0.2562;80.533;5.8829;14.1031;19.986;9.2744;973.71;21.4413;17.287875;7546.2;0.23672;0.022461;2.0031;40.348;1.2246;0
15.11.2017 06:00;0.24851;79.818;13.094;17.141;30.235;8.3803;973.69;21.1956;16.981625;10892;0.3064;0.025065;2.0334;30.713;1.5508;0
15.11.2017 06:30;0.26242;79.3;14.087;16.631;30.718;9.1154;973.82;20.428275;16.6535;15278;0.289;0.023872;1.9306;44.488;1.4165;0
15.11.2017 07:00;0.27557;79.677;27.616;21.538;49.154;6.3899;973.94;20.50335;16.74625;19842;0.27164;0.090495;1.8333;44.596;1.8381;0
15.11.2017 07:30;0.30951;80.041;37.428;27.287;64.715;3.5362;974.14;21.6441;16.703375;17462;0.22403;3.8806;1.8334;42.709;1.6235;0
15.11.2017 08:00;0.30733;79.333;30.412;27.096;57.508;5.5337;974.22;20.685675;16.517875;20295;0.25111;15.698;1.8181;38.468;1.808;0
15.11.2017 08:30;0.28634;78.689;29.539;21.204;50.743;7.3318;974.38;19.767225;15.75575;12964;0.2926;25.007;1.841;37.214;2.2141;0
15.11.2017 09:00;0.27196;77.541;18.973;16.366;35.339;10.448;974.5;18.9258;15.299875;19023;0.24184;46.548;1.7999;43.023;1.9784;0
15.11.2017 09:30;0.26294;77.528;15.296;16.91;32.206;8.9752;974.55;18.885825;15.196625;16913;0.24401;60.021;1.8561;43.887;1.9312;0
15.11.2017 10:00;0.26228;78.367;22.84;18.897;41.737;8.3759;974.47;23.409825;16.6185;18026;0.26697;78.755;1.7952;40.041;2.1624;0
15.11.2017 10:30;0.25026;77.65;15.009;16.229;31.238;10.131;974.45;20.26155;15.532625;8995.7;0.20812;84.921;1.887;38.12;2.2312;0
15.11.2017 11:00;0.24753;76.216;14.496;16.143;30.639;9.6864;974.33;19.971975;14.872;18096;0.22108;107.92;2.0285;31.909;2.425;0
15.11.2017 11:30;0.26234;75.941;16.662;14.353;31.015;11.788;974.07;18.345675;14.095875;11791;0.2145;122.16;1.8153;41.34;1.0418;0
15.11.2017 12:00;0.27167;73.868;26.469;19.283;45.752;9.5182;973.73;18.616725;13.885875;12879;0.18894;146.04;2.1875;45.51;2.065;0
15.11.2017 12:30;0.2746;73.405;23.402;18.593;41.995;11.639;973.43;16.97385;13.684625;17357;0.20462;188.9;2.2589;44.033;2.6363;0
15.11.2017 13:00;0.26513;71.743;17.648;16.399;34.047;11.015;973.16;17.3307;13.516625;11075;0.23978;159.84;2.6001;41.388;3.0893;0
15.11.2017 13:30;0.25461;70.465;15.222;13.994;29.216;13.898;972.9;16.9173;12.702875;10973;0.33567;292.64;2.6797;42.959;2.9179;0
15.11.2017 14:00;0.25846;68.584;19.248;14.612;33.86;12.998;972.71;16.025175;12.261;8161.5;0.24565;298.06;3.1873;55.038;2.388;0
15.11.2017 14:30;0.25351;67.65;19.807;17.578;37.385;11.52;972.67;16.633575;12.49725;12498;0.22149;230.51;3.6439;69.689;1.7672;0
15.11.2017 15:00;0.25345;67.304;26.799;18.948;45.747;11.071;972.59;15.910125;12.438625;13512;0.2453;163.62;3.7746;72.302;1.999;0
15.11.2017 15:30;0.25501;67.316;30.104;21.025;51.129;10.007;972.59;16.0632;12.408875;23939;0.22972;92.606;3.8153;54.452;1.8934;0
15.11.2017 16:00;0.28358;68.042;37.442;24.465;61.907;7.7643;972.55;17.009925;12.73525;28697;0.19354;36.306;3.7486;118.57;0.48071;0
15.11.2017 16:30;0.31457;70.244;45.506;26.728;72.234;5.7402;972.61;18.146775;13.166625;22887;0.19205;5.3665;3.3153;41.486;0.19007;0
15.11.2017 17:00;0.34584;70.651;59.831;29.77;89.601;4.0773;972.65;17.9001;13.453625;31666;0.21245;0.034831;3.3334;55.967;0.91732;0
15.11.2017 17:30;0.36942;70.661;63.61;32.863;96.473;2.4631;972.72;19.121775;14.106375;22360;0.24929;0.032661;3.5285;58.237;1.4402;0
15.11.2017 18:00;0.39092;70.977;52.099;28.196;80.295;2.4593;972.75;19.55565;14.678625;33750;0.20983;0.024523;3.7847;49.082;1.4066;0
15.11.2017 18:30;0.35182;72.001;18.18;25.772;43.952;3.3027;972.79;20.4507;15.089;26918;0.2181;0.02691;3.6717;44.282;1.0415;0
15.11.2017 19:00;0.39835;72.464;27.681;25.165;52.846;3.2148;972.85;19.26315;14.977875;25576;0.24591;0.034831;3.659;47.218;1.1323;0
15.11.2017 19:30;0.36218;73.362;16.425;23.845;40.27;2.8171;972.98;20.66325;15.151125;15849;0.37793;0.025065;3.4383;27.908;1.5157;0
15.11.2017 20:00;0.42978;75.134;19.476;22.24;41.716;3.2189;973.16;20.322975;15.614;16766;0.28747;0.03049;3.005;47.642;1.9772;0
15.11.2017 20:30;0.36181;76.523;14.663;20.482;35.145;3.8131;973.07;20.6613;16.36475;14676;0.36593;0.02322;2.7257;49.121;1.3274;0
15.11.2017 21:00;0.32977;76.708;12.778;19.256;32.034;3.9229;972.91;20.91285;17.142625;10630;0.35621;0.036892;2.7257;39.339;2.1553;0
15.11.2017 21:30;0.32369;78.35;11.782;19.758;31.54;3.235;972.8;22.70685;18.089375;12496;0.38121;0.031793;2.3717;38.838;0.664;0
15.11.2017 22:00;0.31563;78.382;9.1941;20.9189;30.113;2.5393;972.72;23.612625;18.808625;20267;0.27686;0.031684;2.3666;35.154;1.8031;0
